customer_id,age,region,tenure_months,gender,email_opt_in,loyalty_points,loyalty_tier_encoded,total_orders,total_spent,avg_order_value,median_order_value,max_order_value,discount_rate_mean,pct_orders_discounted,recency_days,days_since_first_order,orders_last_3m,orders_last_1m,distinct_products,category_diversity,category_share_electronics,category_share_apparel,category_share_grocery,category_share_home,returns_count,returns_rate,complaint_count,satisfaction_score,email_open_rate,email_click_rate,website_sessions_3m,app_sessions_3m,avg_delivery_days,on_time_rate,future_3m_spend,churn_90d
3379,48,North,38,M,1,225,0,5,340.51,64.25,59.26,93.15,0.6,0.703,170,1136,1,1,1,1,0.423,0.175,0.211,0.19,1,0.2,0,9.17,0.263,0.173,0,2,3.98,0.779,87.74,0
3380,34,South,15,M,0,210,0,4,194.45,47.05,58.7,101.07,0.383,0.434,113,461,1,1,8,1,0.227,0.308,0.219,0.246,4,1.0,3,3.23,,,1,0,5.15,0.516,,0
3381,44,East,22,M,1,332,2,6,507.28,84.63,81.77,126.41,0.143,0.245,70,674,4,2,4,1,0.377,0.19,0.359,0.073,1,0.167,1,7.55,0.604,0.105,3,1,3.56,0.806,,1
3382,55,North,5,M,1,195,0,4,367.18,,118.59,136.84,0.283,0.44,97,153,1,1,2,1,0.287,0.246,0.265,0.202,2,0.5,2,7.05,0.337,0.0,0,0,3.74,0.92,33.58,1
3383,35,North,48,F,0,49,0,5,350.95,67.16,57.88,130.29,0.412,0.459,166,1442,0,0,4,1,0.322,0.292,0.171,0.215,5,,3,4.24,,,3,0,5.65,0.501,0.0,1
3384,41,East,39,F,1,144,1,4,285.85,74.24,77.19,83.03,0.312,0.373,164,1175,1,0,9,1,0.304,0.097,0.224,0.374,4,1.0,2,4.16,0.189,0.026,0,0,3.77,0.651,0.0,0
3385,23,North,26,M,1,0,2,0,0.0,60.22,62.03,131.51,0.303,0.369,107,788,0,0,4,1,0.079,0.347,0.405,0.17,1,1.0,1,6.67,0.312,0.103,0,3,1.0,0.817,0.79,1
3386,30,West,30,M,1,69,1,1,49.7,47.37,47.66,120.39,0.462,0.554,130,903,1,1,7,2,0.267,0.049,0.438,0.247,0,0.0,2,7.3,0.4,0.107,1,0,2.1,0.896,,0
3387,35,North,29,F,1,0,0,0,0.0,35.6,22.86,73.29,0.411,0.425,155,863,0,0,1,1,0.465,0.232,0.071,0.232,5,1.0,3,3.34,0.334,0.08,5,2,5.29,0.59,0.0,1
3388,27,South,41,F,1,73,2,1,50.69,54.09,43.12,86.23,0.381,0.484,55,1218,5,3,4,1,0.349,0.167,0.342,0.143,0,0.0,1,9.69,0.7,0.337,2,4,2.19,0.924,69.19,0
3389,55,East,18,F,1,371,2,3,202.12,64.94,66.51,131.8,0.332,0.435,79,533,3,2,12,2,0.303,0.356,0.16,0.182,1,0.333,0,8.09,0.562,0.26,2,1,4.15,0.727,95.43,0
3390,29,North,33,M,1,52,1,2,149.06,,70.13,113.04,0.295,0.362,129,984,2,1,4,2,0.062,0.371,0.309,0.258,3,1.0,0,,0.608,0.211,2,0,3.0,0.877,6.52,1
3391,49,North,37,F,1,0,0,0,0.0,23.0,32.67,70.07,0.6,0.725,181,1108,0,0,1,1,0.38,0.124,0.216,0.28,3,1.0,1,4.57,0.439,0.133,3,1,3.83,0.661,0.0,1
3392,42,North,39,M,1,161,0,0,0.0,64.8,63.01,110.36,0.547,0.65,69,1158,3,0,3,1,0.333,0.13,0.3,0.238,2,1.0,1,,0.665,0.308,2,3,2.85,0.886,5.07,0
3393,40,West,1,M,1,0,0,1,58.32,57.23,59.27,107.02,0.444,0.44,99,30,3,0,7,1,0.233,0.297,0.361,0.11,0,0.0,2,7.29,0.42,0.087,2,2,1.04,0.933,6.85,0
3394,57,East,17,M,1,170,1,2,142.02,69.61,69.28,87.61,0.453,0.505,133,504,1,0,10,3,0.143,0.315,0.341,0.201,2,1.0,0,5.67,0.435,0.095,2,1,2.47,0.786,0.0,1
3395,18,North,12,M,0,257,2,7,722.61,111.08,110.53,159.87,0.216,0.308,103,353,2,0,1,2,0.161,0.363,0.247,0.229,2,0.286,1,7.43,,,3,0,3.41,0.902,123.68,0
3396,37,East,26,F,1,17,0,0,0.0,42.79,54.96,65.15,0.384,0.488,121,774,1,0,4,1,0.16,0.353,0.303,0.184,2,1.0,3,4.69,0.565,0.197,2,2,2.94,0.706,0.0,1
3397,27,East,1,F,1,0,1,1,97.72,91.04,99.71,119.06,0.363,0.285,76,30,1,0,3,2,0.033,0.436,0.143,0.389,0,0.0,1,9.17,0.545,0.061,2,1,2.47,1.0,78.27,0
3398,18,West,1,M,1,40,0,3,287.6,88.91,90.15,147.48,0.447,0.491,125,30,2,1,5,1,0.254,0.345,0.323,0.078,2,0.667,2,,0.21,0.0,0,0,2.26,0.741,50.32,1
3399,25,South,50,M,1,248,1,9,750.35,80.34,85.74,110.28,0.162,0.274,93,1501,2,1,6,2,0.478,0.196,0.309,0.017,3,0.333,2,5.15,0.335,0.0,1,3,3.57,0.69,,1
3400,40,West,31,F,1,0,1,1,38.37,35.08,44.47,62.32,0.384,0.486,97,942,1,0,2,1,0.225,0.234,0.347,0.195,3,1.0,3,3.91,0.468,0.235,1,4,2.8,0.71,0.0,1
3401,31,South,25,M,1,3,1,0,0.0,63.61,58.83,107.69,0.308,0.281,88,764,3,1,1,1,0.654,0.046,0.158,0.142,4,1.0,0,,0.511,0.284,0,2,3.27,0.814,12.95,0
3402,50,West,28,F,1,78,1,4,306.43,80.56,68.12,147.49,0.364,0.367,139,851,0,0,4,1,0.274,0.496,0.087,0.143,0,0.0,1,7.03,0.406,0.126,0,0,3.27,0.914,56.03,0
3403,37,North,26,F,0,0,0,0,0.0,49.97,54.4,138.07,0.329,0.399,158,773,0,0,4,1,0.006,0.505,0.223,0.266,2,1.0,1,4.94,,,0,1,3.88,0.617,0.0,1
3404,36,North,36,M,0,99,0,0,0.0,60.07,70.03,122.91,0.372,0.417,95,1079,2,1,4,1,0.422,0.242,0.014,0.322,0,0.0,0,10.0,,,0,1,3.46,1.0,44.27,0
3405,36,West,16,M,1,0,1,1,77.62,79.87,66.15,142.46,0.473,0.512,63,492,2,1,6,1,0.207,0.4,0.21,0.183,3,1.0,0,7.57,0.466,0.152,0,4,3.65,0.769,2.25,0
3406,38,West,26,F,1,327,0,0,0.0,21.49,16.64,61.02,0.6,0.652,82,787,2,1,5,1,0.185,0.22,0.304,0.29,1,1.0,2,7.65,0.831,0.438,6,4,2.38,0.805,0.0,1
3407,34,South,27,F,1,74,1,0,0.0,,31.35,124.48,0.325,0.363,193,802,1,0,5,1,0.595,0.046,0.234,0.125,3,1.0,1,,0.29,0.0,0,0,3.17,0.729,0.0,1
3408,29,East,11,F,1,64,0,0,0.0,42.59,34.73,86.56,0.6,0.633,125,343,2,0,7,1,0.441,0.152,0.295,0.111,1,1.0,2,6.21,0.416,0.046,2,2,3.58,0.722,0.0,1
3409,51,South,39,M,1,0,1,0,0.0,80.09,78.94,119.38,0.279,0.358,150,1180,0,0,1,1,0.325,0.256,0.195,0.224,3,1.0,0,7.69,0.371,0.12,4,3,3.64,0.756,0.0,0
3410,32,North,19,M,1,874,2,11,1253.84,112.61,103.7,160.26,0.403,0.493,13,560,5,2,8,1,0.324,0.178,0.256,0.242,0,0.0,0,9.49,0.731,0.267,1,4,1.92,0.957,216.53,0
3411,35,North,36,F,0,19,0,0,0.0,5.83,5.0,51.12,0.445,0.499,121,1086,1,0,3,1,0.299,0.186,0.297,0.217,0,0.0,2,7.66,,,2,0,3.28,0.855,19.85,1
3412,45,North,25,M,1,12,0,1,46.38,48.45,54.04,62.17,0.566,0.681,186,761,0,0,5,1,0.146,0.188,0.434,0.232,1,1.0,2,6.89,0.461,0.0,0,0,2.14,0.728,0.0,1
3413,43,East,44,F,1,339,1,6,713.81,129.66,113.11,155.72,0.227,0.248,22,1308,7,3,10,1,0.322,0.2,0.377,0.102,2,0.333,2,5.53,0.518,0.202,1,4,3.8,0.743,162.23,1
3414,29,North,12,M,1,3,0,4,171.99,45.44,37.03,93.05,0.313,0.367,179,345,0,0,7,2,0.305,0.257,0.289,0.149,1,,1,8.08,0.485,0.058,0,3,3.24,0.858,2.75,1
3415,49,North,11,O,1,177,0,2,87.17,43.54,54.75,67.75,0.449,0.489,180,329,0,0,9,1,0.346,0.272,0.174,0.208,1,0.5,1,,0.191,0.0,1,0,3.95,0.689,0.0,1
3416,46,West,13,M,1,0,0,0,0.0,25.17,18.58,78.12,0.423,0.399,161,394,0,0,9,1,0.265,0.334,0.184,0.218,1,1.0,0,9.29,0.339,0.0,2,0,1.21,0.931,0.0,1
3417,42,North,26,O,1,401,2,5,438.84,81.42,60.63,122.14,0.444,0.522,55,768,4,0,6,1,0.482,0.177,0.218,0.124,2,0.4,2,,0.7,0.354,2,2,4.36,0.677,92.7,0
3418,34,East,42,M,1,0,0,0,0.0,41.43,42.8,100.16,0.545,0.652,129,1275,1,0,0,1,0.273,0.271,0.237,0.219,3,1.0,1,6.57,0.509,0.139,2,0,4.75,0.75,0.0,0
3419,35,West,43,F,1,86,0,1,15.96,16.35,15.75,53.87,0.364,0.456,124,1294,0,0,9,1,0.382,0.088,0.275,0.255,3,1.0,2,5.17,0.326,0.047,1,3,2.67,0.628,0.0,1
3420,37,North,1,M,1,42,0,2,48.78,,27.52,75.97,0.579,0.642,110,30,1,0,5,1,0.331,0.221,0.259,0.189,2,1.0,1,5.2,0.349,0.106,0,1,2.83,0.696,0.0,0
3421,25,North,27,F,1,0,0,1,82.85,75.41,75.86,79.17,0.365,0.339,87,810,0,0,4,2,0.355,0.029,0.309,0.307,2,1.0,1,6.34,0.582,0.16,3,8,2.46,0.841,0.0,1
3422,39,East,1,M,0,130,0,2,143.35,70.78,80.96,78.59,0.276,0.36,111,30,0,0,7,1,0.131,0.151,0.379,0.339,1,0.5,2,6.55,,,1,0,4.45,0.759,16.44,1
3423,50,South,34,M,0,203,1,2,179.18,,85.37,114.93,0.348,0.49,81,1006,1,0,5,1,0.105,0.296,0.399,0.199,0,0.0,1,10.0,,,1,2,2.05,0.994,57.69,0
3424,50,South,37,M,0,77,0,1,46.13,49.09,48.34,95.3,0.543,0.587,81,1123,2,1,5,1,0.39,0.007,0.445,0.158,2,1.0,1,,,,0,0,3.51,0.703,21.53,1
3425,35,East,24,F,1,0,0,0,0.0,31.69,28.22,56.06,0.6,0.656,131,706,1,0,4,1,0.617,0.325,0.009,0.048,1,1.0,2,,0.554,0.281,1,3,2.41,0.855,0.0,0
3426,52,West,25,M,1,195,2,4,280.8,66.27,71.68,120.83,0.489,0.603,110,750,1,1,4,1,0.273,0.262,0.3,0.164,2,0.5,1,,0.594,0.182,4,2,3.11,0.718,58.34,1
3427,62,North,25,M,1,0,1,0,0.0,46.64,52.87,94.38,0.375,0.429,149,747,0,0,2,1,0.075,0.179,0.365,0.381,2,1.0,0,6.97,0.37,0.0,1,0,2.74,0.737,4.9,1
3428,36,East,15,F,1,21,1,3,301.63,91.67,94.65,122.49,0.362,0.403,112,438,1,0,9,2,0.464,0.262,0.164,0.109,2,0.667,3,5.49,,0.061,0,2,4.31,0.77,31.73,1
3429,48,North,29,M,1,0,1,1,67.26,61.67,78.9,106.15,0.442,0.492,195,875,0,0,8,2,0.353,0.29,0.208,0.15,2,1.0,1,,0.238,0.0,1,0,2.87,0.691,0.0,1
3430,18,South,21,F,1,687,2,9,817.19,96.45,100.88,127.57,0.262,0.351,0,637,6,2,9,2,0.29,0.511,0.157,0.042,1,0.111,0,8.11,0.708,0.337,1,5,1.57,0.932,,0
3431,24,North,35,F,1,243,1,4,241.1,54.8,64.84,101.1,0.325,0.422,87,1055,3,1,6,1,0.244,0.293,0.169,0.294,4,1.0,2,4.82,0.48,0.197,2,2,3.55,0.662,28.65,0
3432,41,South,23,M,1,0,0,0,0.0,84.69,77.61,114.48,0.289,0.232,142,679,2,1,6,1,0.101,0.289,0.315,0.295,2,1.0,1,7.18,0.29,0.055,3,1,3.84,0.774,0.0,1
3433,27,West,14,F,1,66,1,0,0.0,74.25,68.67,122.18,0.257,0.341,147,410,1,0,4,1,0.34,0.248,0.168,0.243,3,1.0,1,5.76,0.536,0.092,2,1,3.82,0.662,0.0,1
3434,64,North,6,M,1,0,2,0,0.0,,60.57,111.94,0.265,0.323,111,167,0,0,5,1,0.22,0.179,0.296,0.305,3,1.0,1,6.15,0.325,0.063,2,0,3.01,0.776,0.0,1
3435,47,North,2,M,1,673,2,10,1030.64,109.08,98.25,124.37,0.25,0.261,23,49,8,5,15,2,0.254,0.368,0.203,0.175,3,0.3,2,6.27,0.664,0.289,4,3,4.65,0.603,181.92,0
3436,51,South,40,F,0,56,1,3,127.05,46.0,52.14,72.12,0.204,0.325,171,1193,1,0,11,2,0.29,0.354,0.238,0.118,2,0.667,2,,,,0,4,5.14,0.774,17.35,1
3437,39,North,19,M,0,0,1,0,0.0,39.71,50.01,66.65,0.581,0.663,136,555,0,0,1,1,0.203,0.191,0.389,0.218,1,,2,5.88,,,0,0,3.54,0.759,0.0,0
3438,27,East,28,F,1,183,0,3,204.5,64.06,73.46,110.28,0.398,0.382,146,842,0,0,7,2,0.398,0.172,0.248,0.182,2,0.667,0,9.31,0.404,0.119,0,2,1.0,0.993,0.0,1
3439,33,West,45,F,1,308,1,2,90.27,,28.68,98.19,0.339,0.426,109,1362,1,1,2,1,0.134,0.353,0.22,0.293,3,1.0,1,5.01,0.432,0.229,2,0,3.26,0.715,0.0,1
3440,43,West,17,M,1,0,1,1,63.22,59.95,57.14,65.16,0.369,0.477,114,517,0,0,7,1,0.46,0.153,0.172,0.215,2,,0,8.85,,0.067,1,0,1.2,0.947,0.0,1
3441,32,East,16,M,1,0,0,1,69.52,66.09,71.07,102.42,0.247,0.259,179,494,0,0,2,1,0.354,0.124,0.444,0.079,2,1.0,0,4.7,0.282,0.0,4,0,2.63,0.823,0.0,0
3442,48,South,22,F,0,0,0,0,0.0,33.41,39.35,73.98,0.42,0.481,124,672,1,0,9,1,0.252,0.336,0.165,0.247,2,,2,5.25,,,1,1,4.59,0.722,0.0,1
3443,48,North,24,F,1,0,1,1,61.29,59.61,59.54,117.25,0.59,0.636,136,731,0,0,1,1,0.209,0.262,0.188,0.341,0,0.0,0,9.8,0.365,0.0,5,1,1.94,1.0,31.32,1
3444,40,East,47,F,1,457,2,8,899.91,108.76,103.2,130.85,0.273,0.324,71,1400,3,1,5,2,0.342,0.184,0.19,0.284,1,0.125,2,8.23,0.464,0.147,2,1,2.09,0.857,138.08,1
3445,18,South,43,M,1,294,1,4,245.66,,62.36,119.14,0.317,0.351,58,1284,5,3,3,1,0.53,0.127,0.327,0.016,2,0.5,2,5.9,0.755,0.396,3,1,4.36,0.754,64.77,0
3446,60,West,31,F,1,0,0,1,22.11,21.1,16.16,66.96,0.523,0.551,194,944,0,0,3,2,0.35,0.31,0.096,0.244,1,1.0,1,,0.093,0.0,2,1,2.17,0.746,0.0,1
3447,37,West,41,F,0,0,0,0,0.0,33.06,23.12,108.54,0.48,0.561,167,1242,0,0,6,3,0.157,0.357,0.382,0.104,0,0.0,2,6.21,,,0,1,3.15,0.727,10.35,0
3448,72,West,22,M,1,14,0,1,51.45,53.67,51.27,137.54,0.293,0.349,158,656,0,0,8,1,0.251,0.317,0.016,0.416,5,1.0,2,,0.324,0.139,0,5,4.16,0.558,0.0,1
3449,47,South,28,F,0,47,1,0,0.0,53.42,68.21,109.34,0.392,0.481,154,828,0,0,2,2,0.38,0.106,0.146,0.369,0,0.0,0,8.16,,,0,0,2.38,0.947,0.0,1
3450,37,South,20,F,1,192,0,2,147.16,,70.77,107.79,0.6,0.704,113,611,2,1,8,2,0.375,0.283,0.149,0.192,0,0.0,0,8.88,0.516,0.174,3,4,2.79,0.882,60.21,0
3451,45,West,9,F,0,0,1,0,0.0,62.22,50.12,112.04,0.309,0.44,131,255,0,0,3,1,0.232,0.212,0.305,0.251,0,0.0,1,10.0,,,0,0,3.3,0.995,20.8,0
3452,18,East,38,M,1,13,0,1,33.6,33.06,30.19,84.68,0.57,0.582,152,1153,0,0,1,1,0.169,0.216,0.37,0.245,1,1.0,1,,0.477,0.104,0,2,3.53,0.892,0.0,1
3453,52,East,30,M,1,107,0,0,0.0,,74.3,111.01,0.261,0.376,171,911,0,0,7,1,0.46,0.184,0.193,0.163,1,1.0,1,,0.311,0.072,0,5,4.32,0.792,0.0,1
3454,70,North,24,F,1,357,0,4,246.54,56.26,43.52,104.67,0.305,0.378,98,727,1,1,5,2,0.191,0.23,0.142,0.436,1,0.25,1,9.08,0.636,0.175,0,0,1.92,0.874,57.19,1
3455,18,West,24,M,1,96,0,0,0.0,24.89,24.88,75.57,0.6,0.659,125,719,0,0,3,1,0.03,0.271,0.571,0.128,0,0.0,0,9.15,0.484,0.242,3,3,2.84,0.806,12.28,1
3456,36,East,6,M,1,173,2,5,642.39,119.39,125.3,180.39,0.11,0.176,102,178,2,1,12,1,0.484,0.122,0.086,0.308,3,0.6,0,,0.336,0.0,0,0,3.54,0.928,76.84,1
3457,38,South,12,F,1,319,1,2,147.08,69.32,60.2,153.29,0.202,0.245,87,368,3,1,8,2,0.273,0.186,0.106,0.435,1,0.5,2,6.56,0.585,0.211,3,0,4.36,0.813,41.77,0
3458,50,West,28,M,1,0,0,1,23.18,,26.12,28.4,0.505,0.475,151,841,0,0,12,3,0.419,0.158,0.287,0.137,1,1.0,0,,0.555,0.204,0,0,5.23,0.747,0.0,0
3459,65,South,18,F,1,320,1,2,108.3,49.84,42.53,115.83,0.577,0.669,84,530,3,0,5,1,0.18,0.369,0.236,0.215,3,1.0,3,4.05,0.6,0.147,0,3,5.14,0.635,0.0,0
3460,44,East,21,M,1,101,0,0,0.0,42.65,32.85,85.48,0.6,0.679,180,642,0,0,5,1,0.433,0.24,0.123,0.204,2,1.0,1,6.16,0.333,0.094,0,3,3.76,0.89,0.0,1
3461,65,South,23,F,1,307,1,4,373.72,102.03,107.01,126.23,0.207,0.273,64,682,4,1,3,3,0.042,0.387,0.413,0.157,3,0.75,3,,0.541,0.17,4,0,4.75,0.563,43.57,1
3462,42,East,16,F,0,19,2,3,249.35,89.21,103.79,102.19,0.217,0.194,114,474,1,1,8,2,0.413,0.174,0.242,0.17,1,0.333,0,,,,2,3,2.68,0.885,73.96,1
3463,45,North,12,M,1,213,1,1,64.32,58.58,55.48,104.69,0.401,0.46,140,372,0,0,3,1,0.521,0.083,0.254,0.142,2,1.0,1,6.66,0.318,0.058,0,2,3.82,0.845,,1
3464,43,South,5,M,1,194,2,1,66.39,69.25,73.9,109.97,0.3,0.372,93,140,4,2,1,1,0.528,0.227,0.103,0.142,2,1.0,1,6.18,0.404,0.136,0,1,2.26,0.822,18.46,0
3465,54,East,22,F,1,80,0,2,137.43,64.58,68.45,83.01,0.335,0.478,108,667,3,0,3,1,0.441,0.281,0.145,0.133,1,0.5,1,7.48,0.615,0.205,1,0,3.44,0.857,53.05,1
3466,34,South,31,F,1,66,0,0,0.0,16.61,18.0,56.0,0.325,0.394,221,943,0,0,5,1,0.432,0.06,0.309,0.2,0,0.0,0,10.0,0.33,0.036,0,1,2.2,1.0,0.0,1
3467,49,West,4,M,1,138,0,1,87.36,83.48,77.97,144.22,0.313,0.276,62,128,2,1,13,2,0.242,0.471,0.227,0.06,3,1.0,0,,0.802,0.294,4,2,3.74,0.836,0.0,0
3468,25,South,24,F,1,0,0,0,0.0,73.18,65.08,144.21,0.362,0.438,179,711,0,0,5,2,0.262,0.213,0.437,0.089,3,,1,5.43,,0.0,0,0,3.34,0.66,0.0,1
3469,36,West,27,M,1,167,0,2,126.9,58.34,51.96,100.89,0.264,0.373,167,821,0,0,5,2,0.035,0.168,0.566,0.232,2,1.0,2,5.69,0.298,0.0,3,4,4.65,0.653,0.0,1
3470,32,South,12,F,1,147,0,0,0.0,55.62,54.19,98.11,0.333,0.367,124,364,3,2,7,1,0.136,0.272,0.236,0.357,3,1.0,2,,0.482,0.113,2,2,5.85,0.695,0.0,0
3471,41,East,41,M,1,51,1,1,70.23,77.32,73.97,129.78,0.32,0.293,105,1232,1,0,6,2,0.336,0.154,0.183,0.327,0,0.0,0,8.64,0.523,0.21,0,4,3.57,0.913,,0
3472,36,North,19,F,1,320,0,3,201.22,67.74,58.55,131.05,0.434,0.578,90,581,5,0,1,1,0.409,0.333,0.159,0.099,1,0.333,2,,,0.254,0,5,3.49,0.633,80.91,1
3473,53,North,23,F,1,0,0,4,210.09,54.17,52.53,97.84,0.6,0.656,177,684,0,0,7,3,0.113,0.408,0.329,0.15,1,0.25,2,7.42,0.091,0.0,4,2,2.18,0.961,38.67,1
3474,29,East,22,M,1,0,0,0,0.0,10.33,5.24,57.34,0.555,0.579,179,662,0,0,8,1,0.377,0.195,0.166,0.262,2,1.0,0,7.73,,0.0,0,0,2.86,0.911,0.0,1
3475,19,North,3,F,0,0,0,0,0.0,38.94,43.39,70.95,0.451,0.541,225,83,0,0,4,1,0.443,0.351,0.005,0.202,2,1.0,2,3.44,,,1,1,4.2,0.537,0.0,1
3476,23,West,36,M,1,27,0,2,28.87,15.1,11.97,51.94,0.344,0.348,122,1083,1,0,6,1,0.31,0.256,0.259,0.175,1,0.5,1,,0.526,0.157,1,0,3.55,0.775,19.24,0
3477,51,North,13,F,0,64,1,0,0.0,74.87,81.62,102.15,0.322,0.325,64,376,2,0,5,1,0.065,0.325,0.355,0.255,2,1.0,0,7.2,,,2,3,4.23,0.714,17.79,0
3478,28,West,21,F,1,230,0,0,0.0,28.38,30.21,47.68,0.42,0.451,52,635,3,2,8,2,0.343,0.098,0.338,0.221,2,1.0,0,,0.671,0.322,1,3,2.49,0.853,0.0,0
3479,44,South,31,M,0,173,1,5,375.59,70.19,66.22,86.1,0.397,0.459,83,935,2,1,6,3,0.447,0.13,0.298,0.125,1,0.2,0,9.02,,,0,0,2.82,0.931,,0
3480,36,East,42,F,1,513,2,6,579.5,100.13,98.82,122.89,0.225,0.245,29,1246,4,3,7,1,0.132,0.302,0.349,0.217,4,0.667,4,,0.566,0.316,0,0,5.16,0.54,52.17,1
3481,49,North,11,F,1,0,0,0,0.0,72.65,71.57,94.03,0.445,0.523,103,331,3,0,5,1,0.242,0.27,0.229,0.259,1,1.0,0,6.78,0.503,0.23,3,4,4.7,0.708,0.0,0
3482,37,South,19,F,1,0,0,0,0.0,5.0,6.33,50.97,0.535,0.619,191,559,0,0,3,1,0.442,0.229,0.107,0.222,0,0.0,2,6.03,0.315,0.122,3,1,4.09,0.881,0.0,1
3483,73,North,41,F,1,0,0,0,0.0,47.49,50.38,96.45,0.288,0.336,149,1218,0,0,2,1,0.391,0.173,0.189,0.247,4,1.0,3,4.56,0.159,0.0,4,0,3.35,0.511,0.0,1
3484,62,South,30,F,1,55,1,0,0.0,41.39,37.79,72.98,0.589,0.629,69,887,4,4,6,1,0.308,0.358,0.195,0.139,3,1.0,1,6.19,0.49,0.1,0,5,3.02,0.773,9.48,1
3485,36,East,32,F,1,2,0,2,28.94,14.82,12.92,38.04,0.388,0.48,211,962,0,0,9,4,0.14,0.35,0.35,0.16,2,1.0,1,,0.24,0.0,0,0,3.53,0.708,0.0,1
3486,34,East,11,F,0,231,1,3,184.58,60.82,61.74,143.86,0.339,0.419,70,342,4,2,4,1,0.311,0.027,0.454,0.208,2,0.667,2,5.95,,,4,4,1.9,0.734,25.29,0
3487,77,West,19,M,1,377,1,6,645.14,100.5,76.84,131.67,0.188,0.184,79,583,2,1,6,1,0.405,0.151,0.252,0.192,1,0.167,4,3.85,0.42,0.076,1,2,5.01,0.561,91.59,0
3488,27,South,22,F,1,424,2,4,213.8,56.64,61.06,84.77,0.476,0.587,53,660,3,3,7,1,0.038,0.29,0.339,0.333,3,0.75,0,9.93,0.688,0.296,2,6,1.46,1.0,72.02,0
3489,39,North,14,M,1,14,0,0,0.0,69.84,62.21,78.38,0.33,0.419,167,411,0,0,6,1,0.048,0.694,0.231,0.027,2,1.0,2,5.5,0.293,0.045,1,3,1.99,0.742,0.0,1
3490,40,South,4,M,1,39,0,0,0.0,21.94,19.63,72.28,0.305,0.328,161,117,0,0,3,2,0.326,0.254,0.211,0.209,3,1.0,2,,0.495,0.097,0,3,3.49,0.74,0.0,0
3491,39,West,18,F,0,26,1,0,0.0,57.62,52.2,134.0,0.369,0.337,118,536,0,0,3,1,0.367,0.081,0.337,0.215,3,1.0,2,4.48,,,1,0,4.73,0.65,0.0,1
3492,19,North,40,F,1,275,0,3,136.59,47.49,53.48,83.76,0.512,0.577,131,1208,0,0,7,2,0.329,0.118,0.238,0.314,1,0.333,1,,0.459,0.164,2,1,3.47,0.762,18.24,1
3493,45,East,25,F,0,24,0,1,62.66,63.49,71.69,96.56,0.425,0.487,146,741,1,0,2,1,0.667,0.167,0.101,0.066,2,1.0,1,5.31,,,0,0,5.3,0.678,14.27,0
3494,28,North,40,M,1,0,0,0,0.0,74.03,73.13,119.56,0.472,0.536,133,1215,0,0,4,1,0.42,0.102,0.224,0.254,2,1.0,4,3.05,0.449,0.228,0,2,4.4,0.523,0.0,1
3495,57,North,26,M,1,0,1,0,0.0,88.18,87.39,134.33,0.292,0.411,170,784,0,0,0,1,0.447,0.045,0.217,0.291,1,1.0,2,5.16,0.245,0.0,4,2,3.25,0.681,0.0,1
3496,22,East,15,M,1,0,1,0,0.0,67.9,67.59,77.81,0.149,0.197,104,445,3,0,5,1,0.223,0.371,0.183,0.222,0,0.0,1,7.97,0.493,0.026,2,2,2.2,0.929,59.68,0
3497,40,South,39,M,1,222,1,1,73.54,74.07,73.94,127.02,0.27,0.34,0,1180,6,2,5,1,0.371,0.219,0.24,0.169,0,0.0,0,10.0,0.626,0.299,1,5,1.13,1.0,109.28,0
3498,18,South,27,F,1,206,1,4,393.5,106.93,114.94,184.44,0.51,0.588,76,796,4,1,7,1,0.349,0.227,0.312,0.112,2,0.5,1,6.3,0.549,0.253,2,3,2.38,0.878,82.17,0
3499,18,East,36,M,1,200,1,2,109.61,50.17,74.25,91.29,0.451,0.479,140,1066,2,0,0,1,0.071,0.04,0.233,0.657,1,0.5,0,8.17,0.373,0.12,2,0,2.59,0.912,61.28,1
3500,29,North,11,F,1,42,1,0,0.0,,66.16,105.36,0.323,0.412,59,335,5,2,2,1,0.297,0.242,0.407,0.053,3,1.0,2,6.82,0.833,0.388,3,3,4.45,0.742,0.0,0
3501,31,South,36,O,1,300,1,6,574.1,99.32,103.87,155.21,0.439,0.557,132,1094,1,1,9,1,0.289,0.381,0.261,0.069,2,0.333,0,7.31,0.356,0.039,5,0,3.07,0.804,101.64,1
3502,57,East,37,F,1,0,1,0,0.0,,60.09,120.38,0.272,0.301,55,1105,4,1,11,1,0.42,0.219,0.218,0.143,0,0.0,0,9.83,0.586,0.276,0,3,3.76,0.901,80.67,0
3503,39,South,27,F,0,54,1,2,36.55,19.52,13.48,62.98,0.264,0.223,97,824,2,1,7,1,0.142,0.25,0.294,0.314,0,0.0,0,10.0,,,0,0,1.85,0.978,56.46,0
3504,55,North,14,M,1,0,1,1,66.62,60.91,52.75,116.37,0.509,0.52,168,430,0,0,11,1,0.176,0.239,0.296,0.288,1,1.0,0,,0.179,0.0,0,1,3.11,0.801,,0
3505,35,East,23,M,1,111,0,1,89.24,85.44,96.16,141.85,0.288,0.342,60,703,5,4,9,1,0.212,0.296,0.322,0.17,3,1.0,3,4.1,0.663,0.266,3,5,4.43,0.694,0.0,0
3506,47,East,31,M,1,31,1,0,0.0,37.95,43.57,54.48,0.331,0.303,112,940,2,0,5,1,0.245,0.126,0.435,0.194,1,1.0,2,4.6,0.651,0.282,1,1,2.81,0.76,0.0,1
